FishnetID,FishIdOri,busStation_80_count
0.0,1,0.0
0.0,2,0.0
0.0,3,0.0
0.0,4,0.0
0.0,5,0.0
0.0,6,0.0
0.0,7,0.0
0.0,8,0.0
0.0,9,0.0
0.0,10,0.0
0.0,11,0.0
0.0,12,0.0
0.0,13,0.0
0.0,14,0.0
0.0,15,0.0
0.0,16,0.0
0.0,17,0.0
0.0,18,0.0
0.0,19,0.0
0.0,20,0.0
0.0,21,0.0
0.0,22,0.0
0.0,23,0.0
0.0,24,0.0
0.0,25,0.0
0.0,26,0.0
0.0,27,0.0
0.0,28,0.0
0.0,29,0.0
0.0,30,0.0
0.0,31,0.0
387.0,32,1.0
973.0,33,0.0
2519.0,34,0.0
0.0,35,0.0
0.0,36,0.0
0.0,37,0.0
0.0,38,0.0
0.0,39,0.0
0.0,40,0.0
0.0,41,0.0
0.0,42,0.0
2979.0,43,0.0
1549.0,44,0.0
0.0,45,0.0
0.0,46,0.0
0.0,47,0.0
0.0,48,0.0
0.0,49,0.0
0.0,50,0.0
0.0,51,0.0
0.0,52,0.0
0.0,53,0.0
0.0,54,0.0
0.0,55,0.0
0.0,56,0.0
0.0,57,0.0
0.0,58,0.0
0.0,59,0.0
0.0,60,0.0
0.0,61,0.0
0.0,62,0.0
0.0,63,0.0
0.0,64,0.0
0.0,65,0.0
0.0,66,0.0
0.0,67,0.0
0.0,68,0.0
0.0,69,0.0
0.0,70,0.0
0.0,71,0.0
0.0,72,0.0
0.0,73,0.0
0.0,74,0.0
0.0,75,0.0
0.0,76,0.0
0.0,77,0.0
0.0,78,0.0
0.0,79,0.0
0.0,80,0.0
0.0,81,0.0
0.0,82,0.0
0.0,83,0.0
0.0,84,0.0
0.0,85,0.0
0.0,86,0.0
0.0,87,0.0
0.0,88,0.0
0.0,89,0.0
0.0,90,0.0
0.0,91,0.0
0.0,92,0.0
0.0,93,0.0
0.0,94,0.0
0.0,95,0.0
0.0,96,0.0
0.0,97,0.0
0.0,98,0.0
0.0,99,0.0
0.0,100,0.0
0.0,101,0.0
0.0,102,0.0
0.0,103,0.0
0.0,104,0.0
0.0,105,0.0
0.0,106,0.0
0.0,107,0.0
0.0,108,0.0
0.0,109,0.0
0.0,110,0.0
0.0,111,0.0
397.0,112,2.0
2687.0,113,1.0
2914.0,114,3.0
2991.0,115,1.0
1873.0,116,6.0
1063.0,117,10.0
1579.0,118,3.0
0.0,119,0.0
0.0,120,0.0
0.0,121,0.0
0.0,122,0.0
0.0,123,0.0
0.0,124,0.0
0.0,125,0.0
0.0,126,0.0
0.0,127,0.0
0.0,128,0.0
0.0,129,0.0
0.0,130,0.0
0.0,131,0.0
0.0,132,0.0
0.0,133,0.0
0.0,134,0.0
0.0,135,0.0
0.0,136,0.0
0.0,137,0.0
0.0,138,0.0
0.0,139,0.0
0.0,140,0.0
0.0,141,0.0
0.0,142,0.0
0.0,143,0.0
0.0,144,0.0
0.0,145,0.0
0.0,146,0.0
0.0,147,0.0
0.0,148,0.0
0.0,149,0.0
0.0,150,0.0
0.0,151,0.0
0.0,152,0.0
0.0,153,0.0
0.0,154,0.0
0.0,155,0.0
0.0,156,0.0
0.0,157,0.0
0.0,158,0.0
0.0,159,0.0
0.0,160,0.0
0.0,161,0.0
0.0,162,0.0
0.0,163,0.0
0.0,164,0.0
0.0,165,0.0
0.0,166,0.0
0.0,167,0.0
0.0,168,0.0
0.0,169,0.0
0.0,170,0.0
0.0,171,0.0
0.0,172,0.0
0.0,173,0.0
0.0,174,0.0
0.0,175,0.0
0.0,176,0.0
0.0,177,0.0
0.0,178,0.0
0.0,179,0.0
0.0,180,0.0
0.0,181,0.0
0.0,182,0.0
0.0,183,0.0
0.0,184,0.0
0.0,185,0.0
0.0,186,0.0
0.0,187,0.0
0.0,188,0.0
0.0,189,0.0
0.0,190,0.0
0.0,191,0.0
2232.0,192,2.0
2163.0,193,2.0
3242.0,194,5.0
1410.0,195,13.0
89.0,196,18.0
715.0,197,27.0
3161.0,198,12.0
1854.0,199,9.0
560.0,200,0.0
0.0,201,0.0
0.0,202,0.0
0.0,203,0.0
0.0,204,0.0
0.0,205,0.0
0.0,206,0.0
0.0,207,0.0
0.0,208,0.0
0.0,209,0.0
0.0,210,0.0
0.0,211,0.0
0.0,212,0.0
0.0,213,0.0
0.0,214,0.0
0.0,215,0.0
0.0,216,0.0
0.0,217,0.0
0.0,218,0.0
0.0,219,0.0
0.0,220,0.0
0.0,221,0.0
0.0,222,0.0
0.0,223,0.0
0.0,224,0.0
0.0,225,0.0
0.0,226,0.0
0.0,227,0.0
0.0,228,0.0
0.0,229,0.0
0.0,230,0.0
0.0,231,0.0
0.0,232,0.0
0.0,233,0.0
0.0,234,0.0
0.0,235,0.0
0.0,236,0.0
0.0,237,0.0
0.0,238,0.0
0.0,239,0.0
0.0,240,0.0
0.0,241,0.0
0.0,242,0.0
0.0,243,0.0
0.0,244,0.0
0.0,245,0.0
0.0,246,0.0
0.0,247,0.0
0.0,248,0.0
0.0,249,0.0
0.0,250,0.0
0.0,251,0.0
0.0,252,0.0
0.0,253,0.0
0.0,254,0.0
0.0,255,0.0
0.0,256,0.0
0.0,257,0.0
0.0,258,0.0
0.0,259,0.0
0.0,260,0.0
0.0,261,0.0
0.0,262,0.0
0.0,263,0.0
0.0,264,0.0
0.0,265,0.0
0.0,266,0.0
0.0,267,0.0
0.0,268,0.0
0.0,269,0.0
1858.0,270,0.0
1651.0,271,0.0
3385.0,272,6.0
1360.0,273,1.0
2447.0,274,6.0
39.0,275,10.0
904.0,276,5.0
2076.0,277,23.0
3049.0,278,11.0
392.0,279,15.0
2454.0,280,3.0
2499.0,281,4.0
0.0,282,0.0
0.0,283,0.0
0.0,284,0.0
0.0,285,0.0
0.0,286,0.0
0.0,287,0.0
0.0,288,0.0
0.0,289,0.0
0.0,290,0.0
0.0,291,0.0
0.0,292,0.0
0.0,293,0.0
0.0,294,0.0
0.0,295,0.0
0.0,296,0.0
0.0,297,0.0
0.0,298,0.0
0.0,299,0.0
0.0,300,0.0
0.0,301,0.0
0.0,302,0.0
0.0,303,0.0
0.0,304,0.0
0.0,305,0.0
0.0,306,0.0
0.0,307,0.0
0.0,308,0.0
0.0,309,0.0
0.0,310,0.0
0.0,311,0.0
0.0,312,0.0
0.0,313,0.0
0.0,314,0.0
0.0,315,0.0
0.0,316,0.0
0.0,317,0.0
0.0,318,0.0
0.0,319,0.0
0.0,320,0.0
0.0,321,0.0
0.0,322,0.0
0.0,323,0.0
0.0,324,0.0
0.0,325,0.0
0.0,326,0.0
0.0,327,0.0
0.0,328,0.0
0.0,329,0.0
0.0,330,0.0
0.0,331,0.0
0.0,332,0.0
0.0,333,0.0
0.0,334,0.0
0.0,335,0.0
0.0,336,0.0
0.0,337,0.0
0.0,338,0.0
0.0,339,0.0
0.0,340,0.0
0.0,341,0.0
0.0,342,0.0
0.0,343,0.0
0.0,344,0.0
0.0,345,0.0
0.0,346,0.0
0.0,347,0.0
0.0,348,0.0
1707.0,349,1.0
1564.0,350,0.0
889.0,351,10.0
2550.0,352,3.0
14.0,353,2.0
1395.0,354,0.0
1597.0,355,9.0
3137.0,356,9.0
2710.0,357,14.0
1354.0,358,17.0
929.0,359,6.0
1440.0,360,7.0
1659.0,361,1.0
0.0,362,0.0
0.0,363,0.0
0.0,364,0.0
0.0,365,0.0
0.0,366,0.0
0.0,367,0.0
0.0,368,0.0
0.0,369,0.0
0.0,370,0.0
0.0,371,0.0
0.0,372,0.0
0.0,373,0.0
0.0,374,0.0
0.0,375,0.0
0.0,376,0.0
0.0,377,0.0
0.0,378,0.0
0.0,379,0.0
0.0,380,0.0
0.0,381,0.0
0.0,382,0.0
0.0,383,0.0
0.0,384,0.0
0.0,385,0.0
0.0,386,0.0
0.0,387,0.0
0.0,388,0.0
0.0,389,0.0
0.0,390,0.0
0.0,391,0.0
0.0,392,0.0
0.0,393,0.0
0.0,394,0.0
0.0,395,0.0
0.0,396,0.0
0.0,397,0.0
0.0,398,0.0
0.0,399,0.0
0.0,400,0.0
0.0,401,0.0
0.0,402,0.0
0.0,403,0.0
0.0,404,0.0
0.0,405,0.0
0.0,406,0.0
0.0,407,0.0
0.0,408,0.0
0.0,409,0.0
0.0,410,0.0
0.0,411,0.0
0.0,412,0.0
0.0,413,0.0
0.0,414,0.0
0.0,415,0.0
0.0,416,0.0
0.0,417,0.0
0.0,418,0.0
0.0,419,0.0
0.0,420,0.0
813.0,421,0.0
0.0,422,0.0
0.0,423,0.0
2157.0,424,0.0
1589.0,425,0.0
0.0,426,0.0
0.0,427,0.0
0.0,428,0.0
574.0,429,7.0
1111.0,430,8.0
475.0,431,4.0
720.0,432,2.0
3013.0,433,1.0
1542.0,434,4.0
1920.0,435,4.0
2128.0,436,0.0
1892.0,437,5.0
1158.0,438,10.0
2708.0,439,6.0
1655.0,440,3.0
209.0,441,2.0
1740.0,442,1.0
2316.0,443,0.0
0.0,444,0.0
0.0,445,0.0
0.0,446,0.0
0.0,447,0.0
0.0,448,0.0
0.0,449,0.0
0.0,450,0.0
0.0,451,0.0
0.0,452,0.0
0.0,453,0.0
0.0,454,0.0
0.0,455,0.0
0.0,456,0.0
0.0,457,0.0
0.0,458,0.0
0.0,459,0.0
0.0,460,0.0
0.0,461,0.0
0.0,462,0.0
0.0,463,0.0
0.0,464,0.0
0.0,465,0.0
0.0,466,0.0
0.0,467,0.0
0.0,468,0.0
0.0,469,0.0
0.0,470,0.0
0.0,471,0.0
0.0,472,0.0
0.0,473,0.0
0.0,474,0.0
0.0,475,0.0
0.0,476,0.0
0.0,477,0.0
0.0,478,0.0
0.0,479,0.0
0.0,480,0.0
0.0,481,0.0
0.0,482,0.0
0.0,483,0.0
0.0,484,0.0
0.0,485,0.0
0.0,486,0.0
0.0,487,0.0
0.0,488,0.0
0.0,489,0.0
0.0,490,0.0
0.0,491,0.0
0.0,492,0.0
0.0,493,0.0
0.0,494,0.0
0.0,495,0.0
0.0,496,0.0
0.0,497,0.0
0.0,498,0.0
0.0,499,0.0
106.0,500,0.0
224.0,501,3.0
384.0,502,3.0
1178.0,503,4.0
3029.0,504,9.0
3296.0,505,7.0
1065.0,506,8.0
2101.0,507,4.0
2848.0,508,2.0
51.0,509,7.0
2475.0,510,7.0
2044.0,511,7.0
1102.0,512,5.0
409.0,513,0.0
1099.0,514,9.0
1673.0,515,4.0
1366.0,516,4.0
1760.0,517,4.0
1463.0,518,13.0
3397.0,519,0.0
676.0,520,0.0
3141.0,521,0.0
3106.0,522,2.0
1132.0,523,6.0
1187.0,524,0.0
0.0,525,0.0
0.0,526,0.0
0.0,527,0.0
0.0,528,0.0
0.0,529,0.0
0.0,530,0.0
0.0,531,0.0
0.0,532,0.0
0.0,533,0.0
0.0,534,0.0
0.0,535,0.0
0.0,536,0.0
0.0,537,0.0
0.0,538,0.0
0.0,539,0.0
0.0,540,0.0
0.0,541,0.0
0.0,542,0.0
0.0,543,0.0
0.0,544,0.0
0.0,545,0.0
0.0,546,0.0
0.0,547,0.0
0.0,548,0.0
0.0,549,0.0
0.0,550,0.0
0.0,551,0.0
0.0,552,0.0
0.0,553,0.0
0.0,554,0.0
0.0,555,0.0
0.0,556,0.0
0.0,557,0.0
0.0,558,0.0
0.0,559,0.0
0.0,560,0.0
0.0,561,0.0
0.0,562,0.0
0.0,563,0.0
0.0,564,0.0
0.0,565,0.0
0.0,566,0.0
0.0,567,0.0
0.0,568,0.0
0.0,569,0.0
0.0,570,0.0
0.0,571,0.0
0.0,572,0.0
0.0,573,0.0
0.0,574,0.0
0.0,575,0.0
0.0,576,0.0
0.0,577,0.0
0.0,578,0.0
0.0,579,0.0
1377.0,580,0.0
404.0,581,5.0
3012.0,582,3.0
2719.0,583,4.0
1922.0,584,3.0
2629.0,585,7.0
1345.0,586,5.0
2746.0,587,0.0
464.0,588,0.0
3038.0,589,5.0
862.0,590,4.0
542.0,591,4.0
1506.0,592,3.0
3195.0,593,14.0
161.0,594,8.0
2667.0,595,5.0
2759.0,596,1.0
3307.0,597,6.0
905.0,598,7.0
1609.0,599,2.0
2258.0,600,4.0
1592.0,601,5.0
441.0,602,11.0
2344.0,603,17.0
2088.0,604,3.0
2166.0,605,2.0
3408.0,606,0.0
0.0,607,0.0
0.0,608,0.0
0.0,609,0.0
0.0,610,0.0
0.0,611,0.0
0.0,612,0.0
0.0,613,0.0
0.0,614,0.0
0.0,615,0.0
0.0,616,0.0
0.0,617,0.0
0.0,618,0.0
0.0,619,0.0
0.0,620,0.0
0.0,621,0.0
0.0,622,0.0
0.0,623,0.0
0.0,624,0.0
0.0,625,0.0
0.0,626,0.0
0.0,627,0.0
0.0,628,0.0
0.0,629,0.0
0.0,630,0.0
0.0,631,0.0
0.0,632,0.0
0.0,633,0.0
0.0,634,0.0
0.0,635,0.0
0.0,636,0.0
0.0,637,0.0
0.0,638,0.0
0.0,639,0.0
0.0,640,0.0
0.0,641,0.0
0.0,642,0.0
0.0,643,0.0
0.0,644,0.0
0.0,645,0.0
0.0,646,0.0
0.0,647,0.0
0.0,648,0.0
0.0,649,0.0
0.0,650,0.0
0.0,651,0.0
0.0,652,0.0
0.0,653,0.0
0.0,654,0.0
0.0,655,0.0
0.0,656,0.0
0.0,657,0.0
0.0,658,0.0
0.0,659,0.0
1557.0,660,0.0
143.0,661,2.0
924.0,662,4.0
893.0,663,3.0
174.0,664,3.0
2111.0,665,13.0
3006.0,666,2.0
1732.0,667,3.0
467.0,668,4.0
52.0,669,2.0
2123.0,670,1.0
1104.0,671,2.0
2201.0,672,5.0
3377.0,673,18.0
1292.0,674,2.0
2405.0,675,1.0
2919.0,676,0.0
2312.0,677,0.0
1994.0,678,10.0
1708.0,679,3.0
2449.0,680,0.0
1986.0,681,3.0
2846.0,682,3.0
1561.0,683,1.0
957.0,684,6.0
2855.0,685,3.0
484.0,686,6.0
3115.0,687,1.0
3320.0,688,0.0
48.0,689,0.0
0.0,690,0.0
0.0,691,0.0
0.0,692,0.0
0.0,693,0.0
0.0,694,0.0
0.0,695,0.0
0.0,696,0.0
0.0,697,0.0
0.0,698,0.0
0.0,699,0.0
0.0,700,0.0
0.0,701,0.0
0.0,702,0.0
0.0,703,0.0
0.0,704,0.0
0.0,705,0.0
0.0,706,0.0
0.0,707,0.0
0.0,708,0.0
0.0,709,0.0
0.0,710,0.0
0.0,711,0.0
0.0,712,0.0
0.0,713,0.0
0.0,714,0.0
0.0,715,0.0
0.0,716,0.0
0.0,717,0.0
0.0,718,0.0
0.0,719,0.0
0.0,720,0.0
0.0,721,0.0
0.0,722,0.0
0.0,723,0.0
0.0,724,0.0
0.0,725,0.0
0.0,726,0.0
0.0,727,0.0
0.0,728,0.0
0.0,729,0.0
3101.0,730,0.0
3215.0,731,2.0
1314.0,732,0.0
923.0,733,0.0
1543.0,734,2.0
3353.0,735,0.0
0.0,736,0.0
0.0,737,0.0
0.0,738,0.0
0.0,739,0.0
0.0,740,0.0
737.0,741,1.0
1420.0,742,4.0
2403.0,743,0.0
459.0,744,6.0
1525.0,745,19.0
1987.0,746,7.0
2859.0,747,3.0
1652.0,748,7.0
2983.0,749,5.0
1315.0,750,2.0
3020.0,751,0.0
992.0,752,1.0
3047.0,753,6.0
1595.0,754,10.0
2734.0,755,1.0
3097.0,756,1.0
695.0,757,3.0
1644.0,758,5.0
2731.0,759,3.0
1945.0,760,1.0
2489.0,761,1.0
1508.0,762,0.0
2223.0,763,1.0
3135.0,764,9.0
2909.0,765,2.0
1665.0,766,3.0
1083.0,767,14.0
2160.0,768,4.0
710.0,769,0.0
1320.0,770,4.0
818.0,771,0.0
0.0,772,0.0
0.0,773,0.0
0.0,774,0.0
0.0,775,0.0
0.0,776,0.0
0.0,777,0.0
0.0,778,0.0
0.0,779,0.0
0.0,780,0.0
0.0,781,0.0
0.0,782,0.0
0.0,783,0.0
0.0,784,0.0
0.0,785,0.0
0.0,786,0.0
0.0,787,0.0
0.0,788,0.0
0.0,789,0.0
0.0,790,0.0
0.0,791,0.0
0.0,792,0.0
0.0,793,0.0
0.0,794,0.0
0.0,795,0.0
0.0,796,0.0
0.0,797,0.0
0.0,798,0.0
0.0,799,0.0
0.0,800,0.0
0.0,801,0.0
0.0,802,0.0
0.0,803,0.0
0.0,804,0.0
0.0,805,0.0
0.0,806,0.0
0.0,807,0.0
0.0,808,0.0
0.0,809,0.0
2668.0,810,0.0
6.0,811,0.0
1069.0,812,3.0
2582.0,813,2.0
270.0,814,1.0
285.0,815,2.0
2730.0,816,0.0
1935.0,817,0.0
1836.0,818,0.0
0.0,819,0.0
408.0,820,0.0
3403.0,821,0.0
2018.0,822,2.0
1275.0,823,2.0
1699.0,824,0.0
1122.0,825,2.0
3099.0,826,5.0
2027.0,827,2.0
864.0,828,0.0
1610.0,829,4.0
2263.0,830,0.0
930.0,831,0.0
151.0,832,0.0
2082.0,833,2.0
1712.0,834,10.0
2165.0,835,3.0
202.0,836,5.0
1630.0,837,8.0
2897.0,838,12.0
1885.0,839,4.0
3256.0,840,2.0
1843.0,841,1.0
2010.0,842,0.0
1797.0,843,2.0
1141.0,844,10.0
1193.0,845,7.0
2156.0,846,2.0
1317.0,847,13.0
3061.0,848,3.0
1562.0,849,9.0
2324.0,850,16.0
983.0,851,9.0
3402.0,852,3.0
1286.0,853,2.0
141.0,854,3.0
1008.0,855,0.0
312.0,856,0.0
1200.0,857,0.0
1422.0,858,0.0
2092.0,859,0.0
1741.0,860,0.0
2735.0,861,0.0
806.0,862,0.0
525.0,863,0.0
721.0,864,0.0
2167.0,865,0.0
92.0,866,0.0
2054.0,867,0.0
505.0,868,0.0
1936.0,869,0.0
1952.0,870,0.0
2302.0,871,0.0
1895.0,872,0.0
0.0,873,0.0
0.0,874,0.0
0.0,875,0.0
0.0,876,0.0
0.0,877,0.0
0.0,878,0.0
0.0,879,0.0
0.0,880,0.0
0.0,881,0.0
0.0,882,0.0
0.0,883,0.0
0.0,884,0.0
0.0,885,0.0
0.0,886,0.0
0.0,887,0.0
0.0,888,0.0
0.0,889,0.0
0.0,890,0.0
2066.0,891,0.0
1996.0,892,0.0
400.0,893,4.0
2933.0,894,3.0
1073.0,895,4.0
787.0,896,2.0
845.0,897,2.0
287.0,898,0.0
2856.0,899,4.0
3372.0,900,2.0
3337.0,901,0.0
45.0,902,4.0
1121.0,903,2.0
1583.0,904,0.0
1204.0,905,4.0
2792.0,906,3.0
1560.0,907,5.0
2318.0,908,2.0
1047.0,909,4.0
2740.0,910,0.0
860.0,911,2.0
3092.0,912,3.0
3233.0,913,0.0
1821.0,914,6.0
405.0,915,0.0
338.0,916,1.0
3420.0,917,13.0
1351.0,918,2.0
1437.0,919,4.0
69.0,920,5.0
1427.0,921,0.0
648.0,922,0.0
1369.0,923,0.0
2202.0,924,2.0
2578.0,925,2.0
501.0,926,3.0
1455.0,927,4.0
3395.0,928,0.0
2412.0,929,6.0
3098.0,930,5.0
1197.0,931,0.0
592.0,932,3.0
1028.0,933,2.0
2416.0,934,6.0
1978.0,935,2.0
596.0,936,1.0
2389.0,937,0.0
1893.0,938,0.0
2911.0,939,0.0
1239.0,940,0.0
2114.0,941,0.0
547.0,942,0.0
1977.0,943,0.0
2764.0,944,0.0
3340.0,945,0.0
253.0,946,1.0
2486.0,947,0.0
2009.0,948,0.0
66.0,949,0.0
485.0,950,0.0
1095.0,951,0.0
304.0,952,0.0
1423.0,953,0.0
2257.0,954,5.0
795.0,955,0.0
2084.0,956,2.0
1092.0,957,0.0
1258.0,958,0.0
0.0,959,0.0
0.0,960,0.0
0.0,961,0.0
0.0,962,0.0
0.0,963,0.0
0.0,964,0.0
0.0,965,0.0
0.0,966,0.0
0.0,967,0.0
0.0,968,0.0
0.0,969,0.0
0.0,970,0.0
0.0,971,0.0
3046.0,972,0.0
1908.0,973,1.0
165.0,974,14.0
1119.0,975,7.0
2266.0,976,3.0
999.0,977,10.0
788.0,978,9.0
10.0,979,1.0
1662.0,980,3.0
3151.0,981,1.0
1458.0,982,2.0
2576.0,983,0.0
2795.0,984,0.0
1809.0,985,1.0
1448.0,986,2.0
2974.0,987,0.0
1037.0,988,3.0
179.0,989,0.0
2127.0,990,3.0
2625.0,991,1.0
278.0,992,1.0
1398.0,993,3.0
704.0,994,0.0
2928.0,995,8.0
3153.0,996,3.0
370.0,997,3.0
2517.0,998,0.0
40.0,999,3.0
2850.0,1000,4.0
2259.0,1001,1.0
3236.0,1002,0.0
3393.0,1003,0.0
1365.0,1004,1.0
1928.0,1005,0.0
3324.0,1006,7.0
3376.0,1007,0.0
1170.0,1008,6.0
2699.0,1009,1.0
2586.0,1010,6.0
2678.0,1011,0.0
301.0,1012,2.0
2840.0,1013,5.0
2106.0,1014,3.0
1776.0,1015,0.0
2238.0,1016,0.0
756.0,1017,1.0
3064.0,1018,1.0
3169.0,1019,1.0
3132.0,1020,8.0
2171.0,1021,5.0
974.0,1022,1.0
129.0,1023,3.0
2284.0,1024,6.0
3125.0,1025,3.0
3177.0,1026,5.0
1013.0,1027,8.0
3394.0,1028,1.0
1032.0,1029,7.0
931.0,1030,0.0
3022.0,1031,0.0
1436.0,1032,4.0
376.0,1033,4.0
3180.0,1034,6.0
2693.0,1035,3.0
160.0,1036,10.0
2544.0,1037,8.0
1016.0,1038,8.0
580.0,1039,0.0
0.0,1040,0.0
0.0,1041,0.0
0.0,1042,0.0
0.0,1043,0.0
0.0,1044,0.0
0.0,1045,0.0
0.0,1046,0.0
0.0,1047,0.0
0.0,1048,0.0
0.0,1049,0.0
2803.0,1050,0.0
728.0,1051,0.0
438.0,1052,4.0
2826.0,1053,6.0
1441.0,1054,3.0
2970.0,1055,0.0
3102.0,1056,0.0
1519.0,1057,0.0
219.0,1058,2.0
1386.0,1059,2.0
965.0,1060,4.0
233.0,1061,4.0
1787.0,1062,6.0
439.0,1063,12.0
1145.0,1064,12.0
3375.0,1065,2.0
1473.0,1066,2.0
1743.0,1067,3.0
1633.0,1068,1.0
3373.0,1069,1.0
2321.0,1070,3.0
1107.0,1071,0.0
2877.0,1072,5.0
2252.0,1073,8.0
1283.0,1074,9.0
552.0,1075,17.0
1036.0,1076,19.0
35.0,1077,8.0
2591.0,1078,12.0
1350.0,1079,1.0
1556.0,1080,0.0
2478.0,1081,2.0
2061.0,1082,5.0
1530.0,1083,3.0
3187.0,1084,3.0
1447.0,1085,2.0
2185.0,1086,3.0
323.0,1087,3.0
3030.0,1088,1.0
3291.0,1089,2.0
2310.0,1090,3.0
1390.0,1091,5.0
1171.0,1092,3.0
2441.0,1093,0.0
2724.0,1094,5.0
1847.0,1095,2.0
1703.0,1096,3.0
1389.0,1097,0.0
1230.0,1098,0.0
843.0,1099,3.0
3191.0,1100,0.0
581.0,1101,6.0
2890.0,1102,1.0
510.0,1103,1.0
1238.0,1104,4.0
2955.0,1105,0.0
1823.0,1106,1.0
2726.0,1107,4.0
1788.0,1108,3.0
3189.0,1109,6.0
1628.0,1110,0.0
2290.0,1111,0.0
2049.0,1112,3.0
3295.0,1113,0.0
20.0,1114,6.0
2197.0,1115,2.0
3100.0,1116,1.0
886.0,1117,0.0
765.0,1118,0.0
600.0,1119,6.0
201.0,1120,1.0
0.0,1121,0.0
0.0,1122,0.0
0.0,1123,0.0
0.0,1124,0.0
0.0,1125,0.0
0.0,1126,0.0
0.0,1127,0.0
0.0,1128,0.0
0.0,1129,0.0
350.0,1130,0.0
1442.0,1131,1.0
2952.0,1132,14.0
2806.0,1133,7.0
3113.0,1134,4.0
2673.0,1135,1.0
2308.0,1136,3.0
3219.0,1137,4.0
2516.0,1138,4.0
1471.0,1139,6.0
1930.0,1140,3.0
784.0,1141,6.0
2409.0,1142,3.0
2244.0,1143,10.0
290.0,1144,18.0
1756.0,1145,8.0
2963.0,1146,10.0
2815.0,1147,7.0
558.0,1148,7.0
218.0,1149,9.0
538.0,1150,4.0
3349.0,1151,9.0
